"custkey","first_name","last_name","street","city","state","postcode","country","phone","dob","gender","married","ssn","paycheck_dd","estimated_income","fico","registration_date"
"1000921","Meghan","Torres","2964 Timothy Mills","West Michael","MO","34546","US","+1-676-036-6416x7026","1953-07-16","M","N","822-03-8676","N","41586.04","347","1944-11-28"
"1000922","Jennifer","Marshall","81020 Hubbard Fall","Port Paul","QC","H3N 5P4","CA","(068)163-8009","1933-12-09","U","U","338-72-6724","N","41825.23","310","1964-09-02"
"1000923","Caitlyn","Miller","56380 Judith Ville","West Brittanyport","AB","R2K 4H4","CA","968-098-9092","1942-05-28","U","U","403-13-1096","N","475580.79","811","1958-03-17"
"1000924","James","Rogers","294 Derek River","Murrayland","OR","80919","US","(971)256-2628","1984-11-04","M","N","153-55-0741","N","460802.35","760","1994-08-01"
"1000925","Patricia","White","64685 Lewis Views Suite 762","Patriciaburgh","SC","09404","US","(500)904-9394x96245","1992-10-04","M","N","098-11-7507","N","148938.51","566","1950-04-24"
"1000926","April","Lane","6077 Thompson Parkways Apt. 730","Wallacemouth","WI","89789","US","764.628.5757x5781","1928-12-29","M","N","840-88-8474","N","106752.56","561","1947-07-14"
"1000927","John","Mcintosh","7884 Jackson Knolls","East Kyle","NL","V2S8G8","CA","(084)901-8271x2219","1973-06-17","F","Y","707-64-0680","N","212516.41","700","1996-09-22"
"1000928","Benjamin","Browning","778 Hector Gateway","South Jenniferville","AP","74888","US","(260)581-7308x2060","1959-04-16","M","N","459-61-4922","Y","179216.23","534","2006-06-17"
"1000929","Michael","Taylor","29420 Heather Harbors","Chavezchester","QC","H1K 3Y5","CA","001-404-773-3982","1975-10-15","F","Y","479-55-9214","N","149445.73","598","2007-09-21"
"1000930","Kevin","Miller","94854 Allen Extensions","Frankberg","MB","R8T 5C3","CA","001-984-503-8278","1969-01-21","F","Y","096-19-4919","N","60021.11","383","2017-10-29"
"1000931","Jennifer","Huynh","67800 Owens Ports Apt. 956","Lake Seanberg","YT","J7N 3P2","CA","001-380-545-1533x9253","2005-07-21","F","Y","732-57-3266","N","25533.09","375","1984-10-25"
"1000932","Sarah","Burns","360 Kristy Ports","West Nathantown","MB","P5P 4X8","CA","001-637-761-5372x61255","1985-06-27","F","Y","314-32-6086","N","468045.86","814","1939-08-12"
"1000933","Robert","Jones","94967 Brian Brook","Samanthaland","CT","13537","US","001-867-321-9971x725","1948-09-29","M","N","024-35-0324","N","68301.08","345","1969-07-27"
"1000934","Timothy","Jones","0712 Griffin Port","Leemouth","NL","C4J 8A5","CA","+1-460-070-9060x4334","1996-07-27","F","Y","389-99-2584","N","452584.81","804","1966-05-29"
"1000935","Megan","Garcia","48857 Deborah Way","Quinnstad","AE","07096","US","001-514-528-2848x1345","1935-03-15","M","N","648-31-5902","N","229323.16","680","1985-11-29"
"1000936","Beverly","Douglas","5605 Taylor Corner","Westmouth","KS","14577","US","263.331.9380x85555","1950-08-17","M","N","541-95-9753","Y","80279.1","406","1998-06-01"
"1000937","Rachel","Simpson","0380 Cooley Plaza","Proctorport","NS","H5H8S8","CA","001-430-268-4923x554","1956-04-04","F","Y","105-48-7528","N","350901.56","702","1966-10-24"
"1000938","Erika","Mooney","4364 Jill Islands","New Heather","AB","A8P 9E8","CA","001-017-047-8991x74091","1999-09-15","F","Y","138-18-6429","N","197478.98","526","2015-03-17"
"1000939","Tina","Phillips","971 Giles Spring","West Ryan","NU","P3P1X9","CA","(554)694-1805x473","1977-07-06","F","Y","368-30-3593","N","253831.3","650","1965-01-31"
"1000940","Vanessa","Vang","4396 Diaz Crossroad","West Jason","SC","52547","US","+1-736-347-4794x212","2004-05-04","M","N","534-52-7340","N","64182.31","404","1948-02-12"
"1000941","Joseph","Williams","018 Sandra Light","Kimberlyburgh","YT","Y2X 8P2","CA","(269)575-6990","1928-10-22","F","Y","646-82-5875","N","114532.89","532","1974-03-19"
"1000942","Christopher","Mercado","833 Moore Terrace","Michelleborough","MS","76708","US","(871)417-0013x98377","1998-01-01","M","N","293-01-4610","Y","523989.77","830","1958-05-30"
"1000943","Sara","Fitzgerald","72844 Mclaughlin Tunnel Apt. 594","Garytown","VT","65141","US","768-208-2411x94764","1930-12-05","M","N","343-73-6418","N","339246.69","797","2013-08-13"
"1000944","Sydney","Shannon","375 Tyler Wall Suite 461","Lambertstad","PE","H2S 7J8","CA","001-513-526-7814x11335","1975-10-01","F","Y","804-97-6097","N","37441.44","305","1943-09-22"
"1000945","Renee","Shaw","1843 Garcia Landing Suite 462","East Samantha","QC","H2P 4J9","CA","+1-735-544-8509x815","1970-02-02","F","Y","886-88-5932","N","32884.93","386","2012-07-23"
"1000946","Caleb","Garrett","008 Timothy Point","Stephaniemouth","SK","M7K 5G2","CA","001-425-589-6478x8611","1929-08-05","F","Y","806-19-2330","N","243907.97","688","2010-11-29"
"1000947","Ian","Mason","71443 Caitlin Port","Andersenville","NU","S6G 9L3","CA","001-465-582-2673x2070","1932-07-30","F","Y","817-52-7725","N","196548.57","554","1935-07-12"
"1000948","Jason","Mendoza","33118 Thomas Dale","Annaborough","NT","X1A 5K4","CA","+1-916-879-8769x3494","1936-12-12","F","Y","230-06-3466","N","309251.31","769","1983-08-07"
"1000949","Robert","Reed","473 Jessica Shoal","Elizabethbury","MB","H3S 8J9","CA","822.387.8434x0492","1959-10-14","F","Y","717-89-0996","N","203929.51","696","2003-09-17"
"1000950","Joshua","Jones","51040 Jones Port","Lake Nathanielstad","MB","E1G 1P4","CA","(291)748-0315","1957-03-09","F","Y","883-01-5435","N","84831.79","353","1979-08-10"
"1000951","Lisa","Fuller","56436 Griffin Parkway","East Sandra","IA","21612","US","080.644.5637x238","1924-01-19","M","N","222-64-5182","N","489240.71","805","2019-09-10"
"1000952","Destiny","Thompson","25041 Mcknight Wall Apt. 923","Oliverport","BC","N5S3Y8","CA","921.385.9960","2002-03-26","F","Y","184-61-7523","N","39223.71","384","1970-06-02"
"1000953","Raymond","Norris","63279 Erica Oval","Sheltonburgh","NY","59591","US","5896911524","1983-08-15","M","N","624-79-2952","Y","229244.03","630","1946-04-10"
"1000954","Monica","Duran","033 Martin Radial","New Tonya","SK","G4M 4L6","CA","(956)113-1846x47892","1950-06-09","F","Y","647-38-4241","N","47989.7","373","1995-07-27"
"1000955","Juan","Lee","3307 Matthew Plaza Apt. 857","Gonzalesport","SK","A5G 4L9","CA","383-806-3776x2170","1934-06-24","F","Y","768-52-2360","N","251843.11","642","1964-05-25"
"1000956","Suzanne","Brown","4407 Steven Ridge Apt. 201","South Richardton","AK","21841","US","+1-661-466-8010x04142","1930-11-27","M","N","880-57-1614","N","309958.05","733","1955-02-15"
"1000957","Anna","Bird","030 Foster Haven Suite 016","Randyhaven","QC","V1L2N6","CA","(450)687-4358x6942","1968-11-24","F","Y","051-62-8051","N","248391.98","669","1978-01-26"
"1000958","Michelle","Reed","4723 Andrew Run","Parkerside","QC","Y1V7R3","CA","+1-571-605-3893x1601","1939-04-27","F","Y","340-28-6109","N","60157.04","363","1977-09-03"
"1000959","Diane","Garcia","58051 Valdez Street Apt. 761","Boothhaven","BC","S6V 6K8","CA","102.792.6213","1990-06-02","F","Y","657-48-9421","N","40387.89","510","1967-10-14"
"1000960","Theresa","Santos","71155 Washington Brooks","Georgeside","NL","R6X 7L4","CA","890.587.7952","1969-04-12","F","Y","679-91-0333","N","446493.87","834","1993-12-15"
"1000961","Judy","Cruz","02805 Martin Plaza","West Jonathanville","CO","64983","US","(297)205-8858x0112","1962-05-13","M","N","153-90-0529","Y","142718.37","556","1954-11-07"
"1000962","Amy","Gonzalez","064 Brown Flat","West Susan","SD","84767","US","670.418.5011x48102","1948-06-01","M","N","255-62-5985","Y","548625.58","815","1945-10-04"
"1000963","Joseph","Foster","0563 Hernandez Walks","New Ralph","MN","78471","US","+1-980-242-5279x5042","1992-03-18","M","N","112-47-1558","N","84725.67","410","1980-06-19"
"1000964","Zachary","Campbell","233 David Roads Apt. 147","Port Tiffany","PE","V6K 8N8","CA","+1-542-830-1509x056","1971-04-14","F","Y","116-29-1606","N","50842.97","353","2014-09-09"
"1000965","Joseph","Travis","87051 Jason Track","South Ryanberg","MI","05456","US","+1-366-562-4348","1929-10-09","M","N","383-09-8665","Y","51240.98","330","2015-02-21"
"1000966","Bonnie","Leonard","770 Thomas Village Suite 899","Williamton","KY","60329","US","767-420-5458x834","1978-07-06","M","N","784-40-3485","Y","187396.95","576","1954-01-17"
"1000967","Martha","Harris","1148 Gonzalez Lodge Apt. 063","Peckville","AP","70001","US","(738)307-7877x957","1960-08-07","M","N","361-19-0354","N","58029.75","343","1971-07-31"
"1000968","Linda","Park","96753 Jennifer Common","Lewisstad","NU","C6L7G9","CA","(274)818-3193","1957-01-09","U","U","769-56-6164","N","242549.35","625","1949-11-13"
"1000969","Cynthia","Duncan","706 Stefanie Path","New Kaitlyn","UT","88537","US","(923)501-3567x884","1957-07-17","M","N","254-79-8138","N","113662.43","462","2012-09-24"
"1000970","Joseph","Wilson","6780 Mitchell Streets","Emilyton","OK","68690","US","408-162-7356x0541","1959-06-28","M","N","514-36-9932","N","519583.52","803","1969-06-28"
"1000971","Kenneth","Quinn","600 Mosley Throughway Apt. 203","Port Crystalside","NU","M8Y4V5","CA","+1-151-345-1480x5330","1951-03-20","F","Y","119-85-8886","N","326025.99","753","1945-11-05"
"1000972","James","Mckay","8774 Garza Orchard Apt. 268","Stevehaven","IN","17582","US","586.121.2737x6262","1960-11-15","M","N","380-21-3671","N","26503.97","483","1977-12-31"
"1000973","Linda","Johnson","6637 Brooke Valleys","Vazquezberg","WA","54025","US","303-675-3797x5262","1986-11-24","M","N","414-01-7145","N","56740.36","445","1967-08-01"
"1000974","Austin","Bryan","5347 Dana Ports","East Jessicaton","BC","K3C7J4","CA","(895)051-3848x9586","1992-08-01","F","Y","633-24-3374","N","59264.29","376","1961-04-07"
"1000975","Amanda","Moore","925 Allen Shore","Amandaville","ND","49836","US","592-645-7380","1971-08-21","M","N","601-45-0745","Y","186078.13","510","1960-12-05"
"1000976","Jennifer","Ramsey","799 Elizabeth Station Suite 365","Andreamouth","NT","H8N5Y7","CA","(545)423-5151","1936-09-27","F","Y","646-07-6994","N","111854.3","534","1988-02-17"
"1000977","Jennifer","Sawyer","3917 Roger Summit","Stacyton","DC","09860","US","+1-028-062-0734","1994-05-31","M","N","701-91-2600","Y","90616.86","543","1980-10-24"
"1000978","Timothy","Jordan","216 Smith Dam","New Joe","BC","N5N9T3","CA","377-387-3676x2258","1982-08-01","F","Y","721-34-7630","N","275875.27","647","1998-01-02"
"1000979","Ronald","Wagner","764 Mcbride Forks","New Stevenport","FL","09051","US","001-224-868-9414x7651","1942-05-21","M","N","059-84-1983","N","308466.39","604","1934-09-26"
"1000980","Carlos","Hansen","04099 Nicole Stravenue Apt. 966","North Jon","CA","02010","US","(132)847-4147x584","1986-11-21","M","N","061-13-9991","N","252191.91","635","1997-02-27"
"1000981","Thomas","Neal","5683 Larry Heights Suite 508","Rachelborough","PA","49521","US","215-254-3796x85310","1951-03-07","M","N","581-45-8250","Y","192272.36","519","1984-03-08"
"1000982","Christopher","Chavez","667 Boyer Manor Suite 460","Toddfort","CT","04265","US","(765)235-3151x44324","1962-06-21","M","N","579-32-2050","N","51123.53","360","1972-07-31"
"1000983","Thomas","Acosta","794 Saunders Crossing","Walkerstad","NT","R6H1R2","CA","(996)001-7585x4691","1989-05-05","U","U","014-29-7511","N","48056.69","498","1992-02-04"
"1000984","Latasha","Rosales","0152 Paula Cove Suite 752","Jacobsville","AL","82390","US","001-245-330-2500x963","1957-05-30","M","N","087-37-3554","N","58869.44","455","1934-02-26"
"1000985","Jeffery","Herring","357 Jones Unions Suite 276","North Denise","NU","M8N7L4","CA","001-424-193-2270","1963-02-15","F","Y","612-60-6520","N","53469.27","373","2020-05-05"
"1000986","Amanda","Sullivan","694 Heather Summit Suite 822","Barbaramouth","YT","P7J2B4","CA","167-884-6517x8110","2000-03-03","F","Y","864-44-4786","N","31405.19","350","1969-06-09"
"1000987","Anthony","Bailey","708 Stephens Overpass Suite 820","East Annette","OH","73330","US","191.317.9468","1998-07-22","M","N","461-79-5181","N","70732.25","430","1984-06-14"
"1000988","Michael","Ruiz","4232 Johnathan Fort","North Michael","SD","30090","US","001-365-004-0721x3279","1973-11-29","M","N","792-24-1143","N","280828.58","692","1940-08-24"
"1000989","Perry","Smith","3245 Jerry Forge Suite 561","West Juliamouth","AR","55085","US","(727)682-6627x31746","1923-01-04","M","N","397-62-9919","N","77712.45","431","1981-12-07"
"1000990","Monica","Duncan","5193 Sherry Roads Apt. 388","New Staceybury","SK","E9X 6E8","CA","850-266-1850","1940-08-10","F","Y","738-30-3128","N","107161.42","598","1976-10-31"
"1000991","Mathew","Castaneda","157 Anthony Crossroad Suite 730","Rebeccaland","NL","B7E8B1","CA","+1-824-114-2751x4539","1985-08-18","F","Y","741-64-6991","N","252457.74","646","1982-06-17"
"1000992","William","Holder","109 Kevin Roads Apt. 755","East Courtneytown","MB","K2V 6N4","CA","+1-749-326-1859x53211","1952-12-26","F","Y","866-31-8414","N","56279.17","381","1955-10-26"
"1000993","Andrew","Walker","87264 Mcdowell Loaf","Harthaven","NU","S7B6V7","CA","001-766-289-8811x2340","1944-12-26","F","Y","177-66-0134","N","250031.19","644","1997-12-08"
"1000994","Amber","Martin","0663 Mills Forge Apt. 047","West Patrick","OK","32642","US","517-669-4371x819","2000-09-21","M","N","306-86-9643","Y","274806.24","724","2007-02-06"
"1000995","Paul","Kelly","962 Turner Meadow Apt. 887","Lake Jessicaville","MI","94039","US","709.435.1359","1945-07-18","M","N","571-93-1867","Y","142400.39","533","1935-10-30"
"1000996","Pamela","Rowland","9108 Fuller Manors","Lynnton","MO","31634","US","6838635316","1986-01-29","M","N","759-89-2158","Y","127594.56","537","2016-05-30"
"1000997","Robert","Sampson","3706 Steven Radial","Owensstad","MB","Y7E 8E4","CA","855.199.1592","1947-10-19","F","Y","236-94-4897","N","224089.17","693","1997-05-04"
"1000998","Gary","Johnson","54616 Stephenson Bypass","West Cameron","NT","P4L7N9","CA","001-324-398-4995x1691","1959-09-27","F","Y","760-16-8845","N","255569.2","670","1985-05-22"
"1000999","Henry","Allen","139 Skinner Club Apt. 858","Williamsside","QC","A5Y5C7","CA","+1-524-376-1551x49724","1979-11-15","F","Y","804-61-7899","N","355105.16","798","2008-10-20"
"1001000","Christopher","Griffin","498 Thomas Terrace Suite 810","Sheaport","AL","61003","US","858.001.7943x45379","1942-01-09","M","N","780-89-5087","N","49818.32","381","2004-12-31"
